advisory_id,cwe,publication_url,summary,advisory_title,last_updated,cves,first_published,product_names,cvrfUrl,bug_ids,sir,cvss_base_score
b'cisco-sa-dnasp-conn-prvesc-q6T6BzW',CWE-78,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW',"b'<p>Multiple vulnerabilities in Cisco&nbsp;DNA Spaces Connector could allow an authenticated, local attacker to elevate privileges and execute arbitrary commands on the underlying operating system as <em>root</em>.</p>\n<p>These vulnerabilities are due to insufficient restrictions during the execution of affected CLI commands. An attacker could exploit these vulnerabilities by leveraging the insufficient restrictions during execution of these commands. A successful exploit could allow the attacker to elevate privileges from <em>dnasadmin</em> and execute arbitrary commands on the underlying operating system as <em>root</em>.&nbsp;</p>\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW</a></p>'",b'Cisco DNA Spaces Connector Privilege Escalation Vulnerabilities',b'2021-05-19T16:00:00',CVE-2021-1557	CVE-2021-1558,b'2021-05-19T16:00:00',Cisco DNA Spaces Connector ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW/cvrf/cisco-sa-dnasp-conn-prvesc-q6T6BzW_cvrf.xml',CSCvx00676	CSCvx00678,b'Medium',b'6.0'
b'cisco-sa-finesse-opn-rdrct-epDeh7R',CWE-601,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R',"b'<p>A vulnerability in the web-based management interface of Cisco&nbsp;Finesse could allow an unauthenticated, remote attacker to redirect a user to an undesired web page.</p>\n<p>This vulnerability is due to improper input validation of the URL parameters in an HTTP request that is sent to an affected system. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to cause the interface to redirect the user to a specific, malicious URL. This type of vulnerability is known as an open redirect and is used in phishing attacks that get users to unknowingly visit malicious sites.</p>\n<p>There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R</a></p>'",b'Cisco Finesse Open Redirect Vulnerability',b'2021-05-19T16:00:00',CVE-2021-1358,b'2021-05-19T16:00:00',Cisco Unified Contact Center Express 	Cisco Finesse 	Cisco Packaged Contact Center Enterprise ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R/cvrf/cisco-sa-finesse-opn-rdrct-epDeh7R_cvrf.xml',CSCvw09349	CSCvy20394	CSCvy20396	CSCvy20403,b'Medium',b'4.7'
b'cisco-sa-finesse-strd-xss-bUKqffFW',CWE-79,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW',"b'<p>Multiple vulnerabilities in the web-based management interface of Cisco&nbsp;Finesse could allow an authenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the interface.</p>\n<p>These vulnerabilities are due to insufficient validation of user-supplied input by the web-based management interface of the affected software. An attacker could exploit these vulnerabilities by injecting malicious code into the web-based management interface and persuading a user to click a malicious link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. An attacker needs valid administrator credentials to inject the malicious script code.</p>\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW</a></p>'",b'Cisco Finesse Cross-Site Scripting Vulnerabilities',b'2021-05-19T16:00:00',CVE-2021-1254,b'2021-05-19T16:00:00',Cisco Unified Contact Center Express 	Cisco Finesse 	Cisco Packaged Contact Center Enterprise ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW/cvrf/cisco-sa-finesse-strd-xss-bUKqffFW_cvrf.xml',CSCvv68315	CSCvv89396	CSCvy20397	CSCvy20398,b'Medium',b'4.8'
b'cisco-sa-ucm-dos-OO4SRYEf',CWE-284,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf',"b'<p>A vulnerability in the Java Management Extensions (JMX) component of Cisco&nbsp;Hosted Collaboration Mediation Fulfillment (HCM-F) could allow an authenticated, remote attacker to cause a denial of service (DoS) condition on an affected system.</p>\r\n<p>This vulnerability is due to an unsecured TCP/IP port. An attacker could exploit this vulnerability by accessing the port and restarting the JMX process. A successful exploit could allow the attacker to cause a DoS condition on an affected system.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf</a></p>'",b'Cisco Hosted Collaboration Mediation Fulfillment Denial of Service Vulnerability',b'2021-05-13T14:42:31',CVE-2021-1478,b'2021-05-05T16:00:00',Cisco Unified Communications Manager ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf/cvrf/cisco-sa-ucm-dos-OO4SRYEf_cvrf.xml',CSCvx35894,b'Medium',b'5.3'
b'cisco-sa-anyconnect-mac-priv-esc-VqST2nrT',NA,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-mac-priv-esc-VqST2nrT',"b'<p>On May 26, 2020, Apple released a security update for MacOS Catalina, Mojave, and High Sierra. Part of this update addressed a local privilege escalation vulnerability (CVE-2020-9817).</p>\r\n<p>Cisco&nbsp;has determined that Cisco&nbsp;AnyConnect Secure Mobility Client releases 4.10.00093 and earlier could be used to exploit this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-mac-priv-esc-VqST2nrT"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-mac-priv-esc-VqST2nrT</a></p>'",b'MacOS Local Privilege Escalation Exploitable through Cisco AnyConnect Secure Mobility Client',b'2021-05-11T13:40:11',NA,b'2021-05-05T16:00:00',NA,b'NA',NA,b'Informational',b'NA'
b'cisco-sa-hyperflex-rce-TjjNrkpR',CWE-78,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR',"b'<p>Multiple vulnerabilities in the web-based management interface of Cisco&nbsp;HyperFlex HX could allow an unauthenticated, remote attacker to perform command injection attacks against an affected device.</p>\r\n<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>\r\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR</a></p>'",b'Cisco HyperFlex HX Command Injection Vulnerabilities',b'2021-05-07T13:48:13',CVE-2021-1497	CVE-2021-1498,b'2021-05-05T16:00:00',Cisco HyperFlex HX Data Platform ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR/cvrf/cisco-sa-hyperflex-rce-TjjNrkpR_cvrf.xml',CSCvx36014	CSCvx36019	CSCvx37435,b'Critical',b'9.8'
b'cisco-sa-hyperflex-upload-KtCK8Ugz',CWE-306,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz',"b'<p>A vulnerability in the web-based management interface of Cisco&nbsp;HyperFlex HX Data Platform could allow an unauthenticated, remote attacker to upload files to an affected device.</p>\r\n<p>This vulnerability is due to missing authentication for the upload function. An attacker could exploit this vulnerability by sending a specific HTTP request to an affected device. A successful exploit could allow the attacker to upload files to the affected device with the permissions of the <em>tomcat8</em> user.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz</a></p>'",b'Cisco HyperFlex HX Data Platform File Upload Vulnerability',b'2021-05-07T13:44:21',CVE-2021-1499,b'2021-05-05T16:00:00',Cisco HyperFlex HX Data Platform ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz/cvrf/cisco-sa-hyperflex-upload-KtCK8Ugz_cvrf.xml',CSCvx36028	CSCvx52126,b'Medium',b'5.3'
b'cisco-sa-anyconnect-profile-AggMUCDg',CWE-20,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg',"b'<p>A vulnerability in the interprocess communication (IPC) channel of Cisco&nbsp;AnyConnect Secure Mobility Client Software could allow an authenticated, local attacker to overwrite VPN profiles on an affected device.</p>\r\n<p>The vulnerability is due to insufficient validation of user-supplied input. An attacker could exploit this vulnerability by sending a crafted IPC message to the AnyConnect process. A successful exploit could allow the attacker to modify VPN profile files. To exploit this vulnerability, the attacker must have valid credentials on the affected system.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg</a></p>'",b'Cisco AnyConnect Secure Mobility Client Profile Modification Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1519,b'2021-05-05T16:00:00',Cisco AnyConnect Secure Mobility Client ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg/cvrf/cisco-sa-anyconnect-profile-AggMUCDg_cvrf.xml',CSCvx86389,b'Medium',b'4.7'
b'cisco-sa-sdwan-privesc-QVszVUPy',CWE-20,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy',"b'<p>A vulnerability in the CLI of Cisco&nbsp;SD-WAN Software could allow an authenticated, local attacker to inject arbitrary commands to be executed with <em>Administrator</em> privileges on the underlying operating system.</p>\r\n<p>This vulnerability is due to insufficient input validation on certain CLI commands. An attacker could exploit this vulnerability by authenticating to the device and submitting crafted input to the CLI. The attacker must be authenticated as a low-privileged user to execute the affected commands. A successful exploit could allow the attacker to execute commands with <em>Administrator</em> privileges.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy</a></p>'",b'Cisco SD-WAN Software Privilege Escalation Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1514,b'2021-05-05T16:00:00',Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy/cvrf/cisco-sa-sdwan-privesc-QVszVUPy_cvrf.xml',CSCvi69989,b'Medium',b'4.4'
b'cisco-sa-sdwan-buffover-MWGucjtO',CWE-119,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO',"b'<p>Multiple vulnerabilities in Cisco&nbsp;SD-WAN vEdge Software could allow an attacker to execute arbitrary code as the <em>root</em> user or cause a denial of service (DoS) condition on an affected device.</p>\n<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO</a></p>'",b'Cisco SD-WAN vEdge Software Buffer Overflow Vulnerabilities',b'2021-05-05T16:00:00',CVE-2021-1509	CVE-2021-1510	CVE-2021-1511,b'2021-05-05T16:00:00',Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO/cvrf/cisco-sa-sdwan-buffover-MWGucjtO_cvrf.xml',CSCvt11545	CSCvu28407	CSCvu28442,b'High',b'7.5'
b'cisco-sa-sd-wan-vmanage-9VZO4gfU',CWE-284,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU',"b'<p>A vulnerability in Cisco&nbsp;SD-WAN vManage Software could allow an unauthenticated, adjacent attacker to gain access to sensitive information.</p>\r\n<p>This vulnerability is due to improper access controls on API endpoints when Cisco&nbsp;SD-WAN vManage Software is running in multi-tenant mode. An attacker with access to a device that is managed in the multi-tenant environment could exploit this vulnerability by sending a request to an affected API endpoint on the vManage system. A successful exploit could allow the attacker to gain access to sensitive information that may include hashed credentials that could be used in future attacks.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU</a></p>'",b'Cisco SD-WAN vManage Information Disclosure Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1515,b'2021-05-05T16:00:00',Cisco SD-WAN vManage ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU/cvrf/cisco-sa-sd-wan-vmanage-9VZO4gfU_cvrf.xml',CSCvu28372,b'Medium',b'4.3'
b'cisco-sa-sd-wan-vmanage-4TbynnhZ',CWE-20	CWE-862	CWE-863,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ',"b'<p>Multiple vulnerabilities in Cisco&nbsp;SD-WAN vManage Software could allow an unauthenticated, remote attacker to execute arbitrary code or gain access to sensitive information, or allow an authenticated, local attacker to gain escalated privileges or gain unauthorized access to the application.</p>\r\n<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>\r\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ</a></p>'",b'Cisco SD-WAN vManage Software Vulnerabilities',b'2021-05-05T16:00:00',CVE-2021-1275	CVE-2021-1468	CVE-2021-1505	CVE-2021-1506	CVE-2021-1508,b'2021-05-05T16:00:00',Cisco SD-WAN vManage ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ/cvrf/cisco-sa-sd-wan-vmanage-4TbynnhZ_cvrf.xml',CSCvu28360	CSCvu28390	CSCvu28402	CSCvu28454	CSCvv67264,b'Critical',b'9.8'
b'cisco-sa-sb-wap-multi-ZAfKGXhF',CWE-269	CWE-78,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF',"b'<p>Multiple vulnerabilities in the web-based management interface of certain Cisco&nbsp;Small Business 100, 300, and 500 Series Wireless Access Points could allow an authenticated, remote attacker to obtain sensitive information from or inject arbitrary commands on an affected device.</p>\n<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF</a></p>'","b'Cisco\xc2\xa0Small Business 100, 300, and 500 Series Wireless Access Points Vulnerabilities'",b'2021-05-05T16:00:00',CVE-2021-1400	CVE-2021-1401,b'2021-05-05T16:00:00',Cisco Business Wireless Access Point Software ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF/cvrf/cisco-sa-sb-wap-multi-ZAfKGXhF_cvrf.xml',CSCvw52139	CSCvw52146	CSCvw59995	CSCvw59997	CSCvw59999	CSCvw60000,b'High',b'8.8'
b'cisco-sa-anyconnect-code-exec-jR3tWTA6',CWE-378,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6',"b'<p>Multiple vulnerabilities in the install, uninstall, and upgrade processes of Cisco&nbsp;AnyConnect Secure Mobility Client for Windows could allow an authenticated, local attacker to hijack DLL or executable files that are used by the application. A successful exploit could allow the attacker to execute arbitrary code on an affected device with <em>SYSTEM</em> privileges. To exploit these vulnerabilities, the attacker must have valid credentials on the Windows system.</p>\r\n<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>\r\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6</a></p>'",b'Cisco AnyConnect Secure Mobility Client for Windows DLL and Executable Hijacking Vulnerabilities',b'2021-05-05T16:00:00',CVE-2021-1426	CVE-2021-1427	CVE-2021-1428	CVE-2021-1429	CVE-2021-1430	CVE-2021-1496,b'2021-05-05T16:00:00',Cisco AnyConnect Secure Mobility Client ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6/cvrf/cisco-sa-anyconnect-code-exec-jR3tWTA6_cvrf.xml',CSCvu77671	CSCvv43102	CSCvv60844	CSCvw16996	CSCvw17005	CSCvw18527	CSCvw18595,b'High',b'7.0'
b'cisco-sa-bwms-xxe-uSLrZgKs',CWE-611,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs',"b'<p>A vulnerability in the web-based management interface of Cisco&nbsp;BroadWorks Messaging Server Software could allow an authenticated, remote attacker to access sensitive information or cause a partial denial of service (DoS) condition on an affected system.</p>\r\n<p>This vulnerability is due to improper handling of XML External Entity (XXE) entries when parsing certain XML files. An attacker could exploit this vulnerability by uploading a crafted XML file that contains references to external entities. A successful exploit could allow the attacker to retrieve files from the local system, resulting in the disclosure of sensitive information, or cause the application to consume available resources, resulting in a partial DoS condition on an affected system.</p>\r\n<p>There are workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs</a></p>'",b'Cisco BroadWorks Messaging Server XML External Entity Injection Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1530,b'2021-05-05T16:00:00',Cisco BroadWorks ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs/cvrf/cisco-sa-bwms-xxe-uSLrZgKs_cvrf.xml',CSCvx62377,b'Medium',b'5.4'
b'cisco-sa-vmanage-xss-eN75jxtW',CWE-79,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW',"b'<p>A vulnerability in an API of Cisco&nbsp;SD-WAN vManage Software could allow an authenticated, remote attacker to conduct a stored cross-site scripting (XSS) attack against users of the application web-based interface.</p>\r\n<p>This vulnerability exists because the API does not properly validate user-supplied input. An attacker could exploit this vulnerability by sending malicious input to the API. A successful exploit could allow the attacker to execute arbitrary script code in the context of the web-based interface or access sensitive, browser-based information.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW</a></p>'",b'Cisco SD-WAN vManage API Stored Cross-Site Scripting Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1507,b'2021-05-05T16:00:00',Cisco SD-WAN vManage ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW/cvrf/cisco-sa-vmanage-xss-eN75jxtW_cvrf.xml',CSCvu28350	CSCvx24115,b'Medium',b'6.4'
b'cisco-sa-esa-wsa-sma-info-gY2AEz2H',CWE-540,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H',"b'<p>A vulnerability in the web-based management interface of Cisco&nbsp;AsyncOS Software for Cisco&nbsp;Content Security Management Appliance (SMA), Cisco&nbsp;Email Security Appliance (ESA), and Cisco&nbsp;Web Security Appliance (WSA) could allow an authenticated, remote attacker to access sensitive information on an affected device.</p>\r\n<p>The vulnerability exists because confidential information is included in HTTP requests that are exchanged between the user and the device. An attacker could exploit this vulnerability by looking at the raw HTTP requests that are sent to the interface. A successful exploit could allow the attacker to obtain some of the passwords that are configured throughout the interface.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H</a></p>'","b'Cisco Content Security Management Appliance, Email Security Appliance, and Web Security Appliance Information Disclosure Vulnerability'",b'2021-05-05T16:00:00',CVE-2021-1516,b'2021-05-05T16:00:00',Cisco Web Security Appliance (WSA) 	Cisco Email Security Appliance (ESA) 	Cisco Content Security Management Appliance (SMA) ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H/cvrf/cisco-sa-esa-wsa-sma-info-gY2AEz2H_cvrf.xml',CSCvv98333	CSCvv98363	CSCvv98379	CSCvv98401	CSCvv98422	CSCvv98448	CSCvv99117	CSCvv99534	CSCvw03419	CSCvw03505	CSCvw04276	CSCvw35465	CSCvw36748,b'Medium',b'4.3'
b'cisco-sa-imp-inj-ereCOKjR',CWE-89,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR',"b'<p>Multiple vulnerabilities in the web-based management interface of Cisco&nbsp;Unified Communications Manager IM &amp; Presence Service could allow an authenticated, remote attacker to conduct SQL injection attacks on an affected system.</p>\n<p>These vulnerabilities are due to improper validation of user-submitted parameters. An attacker could exploit these vulnerabilities by authenticating to the application and sending malicious requests to an affected system. A successful exploit could allow the attacker to obtain data or modify data that is stored in the underlying database.</p>\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR</a></p>'",b'Cisco Unified Communications Manager IM & Presence Service SQL Injection Vulnerabilities',b'2021-05-05T16:00:00',CVE-2021-1363	CVE-2021-1365,b'2021-05-05T16:00:00',Cisco Unified Communications Manager IM and Presence Service ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR/cvrf/cisco-sa-imp-inj-ereCOKjR_cvrf.xml',CSCvv20957	CSCvv21013,b'High',b'7.1'
