advisory_title,bug_ids,cwe,summary,cvss_base_score,cves,publication_url,last_updated,sir,product_names,first_published,advisory_id,cvrfUrl
Cisco SD-WAN vManage Information Disclosure Vulnerability,CSCvu28372,CWE-284,"A vulnerability in Cisco SD-WAN vManage Software could allow an unauthenticated, adjacent attacker to gain access to sensitive information. This vulnerability is due to improper access controls on API endpoints when Cisco SD-WAN vManage Software is running in multi-tenant mode. An attacker with access to a device that is managed in the multi-tenant environment could exploit this vulnerability by sending a request to an affected API endpoint on the vManage system. A successful exploit could allow the attacker to gain access to sensitive information that may include hashed credentials that could be used in future attacks. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU",4.3,CVE-2021-1515,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU,2021-05-05T16:00:00,Medium,Cisco SD-WAN vManage ,2021-05-05T16:00:00,cisco-sa-sd-wan-vmanage-9VZO4gfU,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU/cvrf/cisco-sa-sd-wan-vmanage-9VZO4gfU_cvrf.xml
Cisco SD-WAN vManage Software Vulnerabilities,CSCvu28360	CSCvu28390	CSCvu28402	CSCvu28454	CSCvv67264,CWE-20	CWE-862	CWE-863,"Multiple vulnerabilities in Cisco SD-WAN vManage Software could allow an unauthenticated, remote attacker to execute arbitrary code or gain access to sensitive information, or allow an authenticated, local attacker to gain escalated privileges or gain unauthorized access to the application. For more information about these vulnerabilities, see the Details section of this advisory. Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ",9.8,CVE-2021-1275	CVE-2021-1468	CVE-2021-1505	CVE-2021-1506	CVE-2021-1508,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ,2021-05-05T16:00:00,Critical,Cisco SD-WAN vManage ,2021-05-05T16:00:00,cisco-sa-sd-wan-vmanage-4TbynnhZ,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ/cvrf/cisco-sa-sd-wan-vmanage-4TbynnhZ_cvrf.xml
"Cisco Small Business 100, 300, and 500 Series Wireless Access Points Vulnerabilities",CSCvw52139	CSCvw52146	CSCvw59995	CSCvw59997	CSCvw59999	CSCvw60000,CWE-269	CWE-78,"Multiple vulnerabilities in the web-based management interface of certain Cisco Small Business 100, 300, and 500 Series Wireless Access Points could allow an authenticated, remote attacker to obtain sensitive information from or inject arbitrary commands on an affected device. For more information about these vulnerabilities, see the Details section of this advisory. Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF",8.8,CVE-2021-1400	CVE-2021-1401,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF,2021-05-05T16:00:00,High,Cisco Business Wireless Access Point Software ,2021-05-05T16:00:00,cisco-sa-sb-wap-multi-ZAfKGXhF,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF/cvrf/cisco-sa-sb-wap-multi-ZAfKGXhF_cvrf.xml
Cisco AnyConnect Secure Mobility Client for Windows DLL and Executable Hijacking Vulnerabilities,CSCvu77671	CSCvv43102	CSCvv60844	CSCvw16996	CSCvw17005	CSCvw18527	CSCvw18595,CWE-378,"Multiple vulnerabilities in the install, uninstall, and upgrade processes of Cisco AnyConnect Secure Mobility Client for Windows could allow an authenticated, local attacker to hijack DLL or executable files that are used by the application. A successful exploit could allow the attacker to execute arbitrary code on an affected device with SYSTEM privileges. To exploit these vulnerabilities, the attacker must have valid credentials on the Windows system. For more information about these vulnerabilities, see the Details section of this advisory. Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6",7.0,CVE-2021-1426	CVE-2021-1427	CVE-2021-1428	CVE-2021-1429	CVE-2021-1430	CVE-2021-1496,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6,2021-05-05T16:00:00,High,Cisco AnyConnect Secure Mobility Client ,2021-05-05T16:00:00,cisco-sa-anyconnect-code-exec-jR3tWTA6,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6/cvrf/cisco-sa-anyconnect-code-exec-jR3tWTA6_cvrf.xml
Cisco BroadWorks Messaging Server XML External Entity Injection Vulnerability,CSCvx62377,CWE-611,"A vulnerability in the web-based management interface of Cisco BroadWorks Messaging Server Software could allow an authenticated, remote attacker to access sensitive information or cause a partial denial of service (DoS) condition on an affected system. This vulnerability is due to improper handling of XML External Entity (XXE) entries when parsing certain XML files. An attacker could exploit this vulnerability by uploading a crafted XML file that contains references to external entities. A successful exploit could allow the attacker to retrieve files from the local system, resulting in the disclosure of sensitive information, or cause the application to consume available resources, resulting in a partial DoS condition on an affected system. There are workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs",5.4,CVE-2021-1530,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs,2021-05-05T16:00:00,Medium,Cisco BroadWorks ,2021-05-05T16:00:00,cisco-sa-bwms-xxe-uSLrZgKs,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs/cvrf/cisco-sa-bwms-xxe-uSLrZgKs_cvrf.xml
Cisco SD-WAN vManage API Stored Cross-Site Scripting Vulnerability,CSCvu28350	CSCvx24115,CWE-79,"A vulnerability in an API of Cisco SD-WAN vManage Software could allow an authenticated, remote attacker to conduct a stored cross-site scripting (XSS) attack against users of the application web-based interface. This vulnerability exists because the API does not properly validate user-supplied input. An attacker could exploit this vulnerability by sending malicious input to the API. A successful exploit could allow the attacker to execute arbitrary script code in the context of the web-based interface or access sensitive, browser-based information. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW",6.4,CVE-2021-1507,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW,2021-05-05T16:00:00,Medium,Cisco SD-WAN vManage ,2021-05-05T16:00:00,cisco-sa-vmanage-xss-eN75jxtW,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW/cvrf/cisco-sa-vmanage-xss-eN75jxtW_cvrf.xml
"Cisco Content Security Management Appliance, Email Security Appliance, and Web Security Appliance Information Disclosure Vulnerability",CSCvv98333	CSCvv98363	CSCvv98379	CSCvv98401	CSCvv98422	CSCvv98448	CSCvv99117	CSCvv99534	CSCvw03419	CSCvw03505	CSCvw04276	CSCvw35465	CSCvw36748,CWE-540,"A vulnerability in the web-based management interface of Cisco AsyncOS Software for Cisco Content Security Management Appliance (SMA), Cisco Email Security Appliance (ESA), and Cisco Web Security Appliance (WSA) could allow an authenticated, remote attacker to access sensitive information on an affected device. The vulnerability exists because confidential information is included in HTTP requests that are exchanged between the user and the device. An attacker could exploit this vulnerability by looking at the raw HTTP requests that are sent to the interface. A successful exploit could allow the attacker to obtain some of the passwords that are configured throughout the interface. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H",4.3,CVE-2021-1516,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H,2021-05-05T16:00:00,Medium,Cisco Web Security Appliance (WSA) 	Cisco Email Security Appliance (ESA) 	Cisco Content Security Management Appliance (SMA) ,2021-05-05T16:00:00,cisco-sa-esa-wsa-sma-info-gY2AEz2H,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H/cvrf/cisco-sa-esa-wsa-sma-info-gY2AEz2H_cvrf.xml
Cisco Unified Communications Manager IM & Presence Service SQL Injection Vulnerabilities,CSCvv20957	CSCvv21013,CWE-89,"Multiple vulnerabilities in the web-based management interface of Cisco Unified Communications Manager IM & Presence Service could allow an authenticated, remote attacker to conduct SQL injection attacks on an affected system. These vulnerabilities are due to improper validation of user-submitted parameters. An attacker could exploit these vulnerabilities by authenticating to the application and sending malicious requests to an affected system. A successful exploit could allow the attacker to obtain data or modify data that is stored in the underlying database. Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR",7.1,CVE-2021-1363	CVE-2021-1365,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR,2021-05-05T16:00:00,High,Cisco Unified Communications Manager IM and Presence Service ,2021-05-05T16:00:00,cisco-sa-imp-inj-ereCOKjR,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR/cvrf/cisco-sa-imp-inj-ereCOKjR_cvrf.xml
Cisco SD-WAN Software Arbitrary File Corruption Vulnerability,CSCvs98457,CWE-552,"A vulnerability in the CLI of Cisco SD-WAN Software could allow an authenticated, local attacker to overwrite arbitrary files in the underlying file system of an affected system. This vulnerability is due to insufficient validation of the user-supplied input parameters of a specific CLI command. An attacker could exploit this vulnerability by issuing that command with specific parameters. A successful exploit could allow the attacker to overwrite the content in any arbitrary files that reside on the underlying host file system. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn",4.4,CVE-2021-1512,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn,2021-05-05T16:00:00,Medium,Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ,2021-05-05T16:00:00,cisco-sa-sdwan-arbfile-7Qhd9mCn,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn/cvrf/cisco-sa-sdwan-arbfile-7Qhd9mCn_cvrf.xml
Cisco SD-WAN Software vDaemon Denial of Service Vulnerability,CSCvu28378,CWE-20,"A vulnerability in the vDaemon process of Cisco SD-WAN Software could allow an unauthenticated, remote attacker to cause a device to reload, resulting in a denial of service (DoS) condition. This vulnerability is due to insufficient handling of malformed packets. An attacker could exploit this vulnerability by sending crafted traffic to an affected device. A successful exploit could allow the attacker to cause the device to reload, resulting in a DoS condition. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW",7.5,CVE-2021-1513,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW,2021-05-05T16:00:00,High,Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ,2021-05-05T16:00:00,cisco-sa-sdwan-dos-Ckn5cVqW,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW/cvrf/cisco-sa-sdwan-dos-Ckn5cVqW_cvrf.xml
Cisco TelePresence Collaboration Endpoint and RoomOS Software Arbitrary File Read Vulnerability,CSCvx68427,CWE-22,"A vulnerability in the video endpoint API (xAPI) of Cisco TelePresence Collaboration Endpoint (CE) Software and Cisco RoomOS Software could allow an authenticated, remote attacker to read arbitrary files from the underlying operating system. This vulnerability is due to insufficient path validation of command arguments. An attacker could exploit this vulnerability by sending a crafted command request to the xAPI. A successful exploit could allow the attacker to read the contents of any file that is located on the device filesystem. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g",6.5,CVE-2021-1532,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g,2021-05-05T16:00:00,Medium,Cisco TelePresence Endpoint Software (TC/CE) ,2021-05-05T16:00:00,cisco-sa-tp-rmos-fileread-pE9sL3g,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g/cvrf/cisco-sa-tp-rmos-fileread-pE9sL3g_cvrf.xml
Cisco Video Surveillance 8000 Series IP Cameras Cisco Discovery Protocol Denial of Service Vulnerability,CSCvx04105,CWE-119,"A vulnerability in the Cisco Discovery Protocol implementation for Cisco Video Surveillance 8000 Series IP Cameras could allow an unauthenticated, adjacent attacker to cause an affected IP camera to reload. This vulnerability is due to missing checks when processing Cisco Discovery Protocol messages. An attacker could exploit this vulnerability by sending a malicious Cisco Discovery Protocol packet to an affected IP camera. A successful exploit could allow the attacker to cause the affected IP camera to reload unexpectedly, resulting in a denial of service (DoS) condition. Note: Cisco Discovery Protocol is a Layer 2 protocol. To exploit this vulnerability, an attacker must be in the same broadcast domain as the affected device (Layer 2 adjacent). Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ipcameras-dos-fc3F6LzT",6.5,CVE-2021-1521,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ipcameras-dos-fc3F6LzT,2021-05-05T16:00:00,Medium,Cisco Video Surveillance 8000 Series IP Cameras ,2021-05-05T16:00:00,cisco-sa-ipcameras-dos-fc3F6LzT,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-ipcameras-dos-fc3F6LzT/cvrf/cisco-sa-ipcameras-dos-fc3F6LzT_cvrf.xml
Cisco Enterprise NFV Infrastructure Software Command Injection Vulnerability,CSCvw68627,CWE-78,"A vulnerability in Cisco Enterprise NFV Infrastructure Software (NFVIS) could allow an authenticated, local attacker to perform a command injection attack on an affected device. The vulnerability is due to insufficient validation of user-supplied input to a configuration command. An attacker could exploit this vulnerability by including malicious input during the execution of this command. A successful exploit could allow a non-privileged attacker authenticated in the restricted CLI to execute arbitrary commands on the underlying operating system (OS) with root privileges. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-nfvis-cmdinj-DkFjqg2j",7.8,CVE-2021-1421,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-nfvis-cmdinj-DkFjqg2j,2021-05-05T16:00:00,High,Cisco Enterprise NFV Infrastructure Software ,2021-05-05T16:00:00,cisco-sa-nfvis-cmdinj-DkFjqg2j,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-nfvis-cmdinj-DkFjqg2j/cvrf/cisco-sa-nfvis-cmdinj-DkFjqg2j_cvrf.xml
"Cisco RV340, RV340W, RV345, and RV345P Dual WAN Gigabit VPN Routers Local Privilege Escalation Vulnerability",CSCvx36281,CWE-123,"A vulnerability in the internal message processing of Cisco RV340, RV340W, RV345, and RV345P Dual WAN Gigabit VPN Routers could allow an authenticated, local attacker to run arbitrary commands with root privileges on the underlying operating system (OS). This vulnerability exists because an internal messaging service does not properly sanitize input. An attacker could exploit this vulnerability by first authenticating to the device and then sending a crafted request to the internal service. A successful exploit could allow the attacker to run arbitrary commands with root privileges on the underlying OS. To exploit this vulnerability, the attacker must have valid Administrator credentials for the device. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-rv-34x-privesc-GLN8ZAQE",6.7,CVE-2021-1520,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-rv-34x-privesc-GLN8ZAQE,2021-05-05T16:00:00,Medium,Cisco Small Business RV Series Router Firmware ,2021-05-05T16:00:00,cisco-sa-rv-34x-privesc-GLN8ZAQE,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-rv-34x-privesc-GLN8ZAQE/cvrf/cisco-sa-rv-34x-privesc-GLN8ZAQE_cvrf.xml
Cisco SD-WAN vManage Information Disclosure Vulnerability,CSCvw11097,CWE-497,"A vulnerability in the cluster management interface of Cisco SD-WAN vManage Software could allow an unauthenticated, remote attacker to view sensitive information on an affected system. To be affected by this vulnerability, the Cisco SD-WAN vManage Software must be in cluster mode. This vulnerability is due to the absence of authentication for sensitive information in the cluster management interface. An attacker could exploit this vulnerability by sending a crafted request to the cluster management interface of an affected system. A successful exploit could allow the attacker to allow the attacker to view sensitive information on the affected system. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-vmanageinfdis-LKrFpbv",5.3,CVE-2021-1535,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-vmanageinfdis-LKrFpbv,2021-05-05T16:00:00,Medium,Cisco SD-WAN vManage ,2021-05-05T16:00:00,cisco-sa-sdwan-vmanageinfdis-LKrFpbv,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-vmanageinfdis-LKrFpbv/cvrf/cisco-sa-sdwan-vmanageinfdis-LKrFpbv_cvrf.xml
Cisco SD-WAN vManage HTTP Authentication User Enumeration Vulnerability,CSCvx21265,CWE-203,"A vulnerability in Cisco SD-WAN vManage Software could allow an unauthenticated, remote attacker to enumerate user accounts. This vulnerability is due to the improper handling of HTTP headers. An attacker could exploit this vulnerability by sending authenticated requests to an affected system. A successful exploit could allow the attacker to compare the HTTP responses that are returned by the affected system to determine which accounts are valid user accounts. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-enumeration-64eNnDKy",5.3,CVE-2021-1486,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-enumeration-64eNnDKy,2021-05-05T16:00:00,Medium,Cisco SD-WAN vManage ,2021-05-05T16:00:00,cisco-sa-vmanage-enumeration-64eNnDKy,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-vmanage-enumeration-64eNnDKy/cvrf/cisco-sa-vmanage-enumeration-64eNnDKy_cvrf.xml
Cisco SD-WAN vManage Software Authentication Bypass Vulnerability,CSCvi69876,CWE-284,"A vulnerability in the web-based messaging service interface of Cisco SD-WAN vManage Software could allow an unauthenticated, adjacent attacker to bypass authentication and authorization and modify the configuration of an affected system. To exploit this vulnerability, the attacker must be able to access an associated Cisco SD-WAN vEdge device. This vulnerability is due to insufficient authorization checks. An attacker could exploit this vulnerability by sending crafted HTTP requests to the web-based messaging service interface of an affected system. A successful exploit could allow the attacker to gain unauthenticated read and write access to the affected vManage system. With this access, the attacker could access information about the affected vManage system, modify the configuration of the system, or make configuration changes to devices that are managed by the system. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdw-auth-bypass-65aYqcS2",8.8,CVE-2021-1284,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdw-auth-bypass-65aYqcS2,2021-05-05T16:00:00,High,Cisco SD-WAN vManage ,2021-05-05T16:00:00,cisco-sa-sdw-auth-bypass-65aYqcS2,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdw-auth-bypass-65aYqcS2/cvrf/cisco-sa-sdw-auth-bypass-65aYqcS2_cvrf.xml
Cisco Web Security Appliance Cross-Site Scripting Vulnerability,CSCvv18456	CSCvv26363	CSCvx74586,CWE-79,"A vulnerability in the web-based management interface of Cisco AsyncOS for Cisco Web Security Appliance (WSA) could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the interface of an affected device. This vulnerability is due to improper validation of user-supplied input in the web-based management interface. An attacker could exploit this vulnerability by persuading a user to retrieve a crafted file that contains malicious payload and upload it to the affected device. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-wsa-xss-mVjOWchB",4.7,CVE-2021-1490,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-wsa-xss-mVjOWchB,2021-05-05T16:00:00,Medium,Cisco Web Security Appliance (WSA) ,2021-05-05T16:00:00,cisco-sa-wsa-xss-mVjOWchB,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-wsa-xss-mVjOWchB/cvrf/cisco-sa-wsa-xss-mVjOWchB_cvrf.xml
Cisco Content Security Management Appliance Privilege Escalation Vulnerability,CSCvx14681,CWE-269,"A vulnerability in the user account management system of Cisco AsyncOS for Cisco Content Security Management Appliance (SMA) could allow an authenticated, local attacker to elevate their privileges to root. This vulnerability is due to a procedural flaw in the password generation algorithm. An attacker could exploit this vulnerability by enabling specific Administrator-only features and connecting to the appliance through the CLI with elevated privileges. A successful exploit could allow the attacker to execute arbitrary commands as root and access the underlying operating system. To exploit this vulnerability, the attacker must have valid Administrator credentials. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sma-priv-esc-JJ8zxQsC",6.7,CVE-2021-1447,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sma-priv-esc-JJ8zxQsC,2021-05-05T16:00:00,Medium,Cisco Content Security Management Appliance (SMA) ,2021-05-05T16:00:00,cisco-sa-sma-priv-esc-JJ8zxQsC,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sma-priv-esc-JJ8zxQsC/cvrf/cisco-sa-sma-priv-esc-JJ8zxQsC_cvrf.xml
Cisco Wide Area Application Services Software Information Disclosure Vulnerability,CSCvw97364,CWE-668,"A vulnerability in Cisco Wide Area Application Services (WAAS) Software could allow an authenticated, local attacker to gain access to sensitive information on an affected device. The vulnerability is due to improper input validation and authorization of specific commands that a user can execute within the CLI. An attacker could exploit this vulnerability by authenticating to an affected device and issuing a specific set of commands. A successful exploit could allow the attacker to read arbitrary files that they originally did not have permissions to access. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-waas-infdisc-Twb4EypK",5.5,CVE-2021-1438,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-waas-infdisc-Twb4EypK,2021-05-05T16:00:00,Medium,Cisco Wide Area Application Services (WAAS) ,2021-05-05T16:00:00,cisco-sa-waas-infdisc-Twb4EypK,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-waas-infdisc-Twb4EypK/cvrf/cisco-sa-waas-infdisc-Twb4EypK_cvrf.xml
