advisory_id,cves,publication_url,cvrfUrl,last_updated,product_names,advisory_title,bug_ids,cwe,summary,first_published,cvss_base_score,sir
cisco-sa-finesse-strd-xss-bUKqffFW,CVE-2021-1254,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW/cvrf/cisco-sa-finesse-strd-xss-bUKqffFW_cvrf.xml,2021-05-19T16:00:00,"Cisco Unified Contact Center Express 	Cisco Finesse 	Cisco Packaged Contact Center Enterprise ",Cisco Finesse Cross-Site Scripting Vulnerabilities,"CSCvv68315	CSCvv89396	CSCvy20397	CSCvy20398",CWE-79,"<p>Multiple vulnerabilities in the web-based management interface of Cisco&nbsp;Finesse could allow an authenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the interface.</p>
<p>These vulnerabilities are due to insufficient validation of user-supplied input by the web-based management interface of the affected software. An attacker could exploit these vulnerabilities by injecting malicious code into the web-based management interface and persuading a user to click a malicious link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. An attacker needs valid administrator credentials to inject the malicious script code.</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW</a></p>",2021-05-19T16:00:00,4.8,Medium
cisco-sa-ucm-dos-OO4SRYEf,CVE-2021-1478,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf/cvrf/cisco-sa-ucm-dos-OO4SRYEf_cvrf.xml,2021-05-13T14:42:31,Cisco Unified Communications Manager ,Cisco Hosted Collaboration Mediation Fulfillment Denial of Service Vulnerability,CSCvx35894,CWE-284,"<p>A vulnerability in the Java Management Extensions (JMX) component of Cisco&nbsp;Hosted Collaboration Mediation Fulfillment (HCM-F) could allow an authenticated, remote attacker to cause a denial of service (DoS) condition on an affected system.</p>
<p>This vulnerability is due to an unsecured TCP/IP port. An attacker could exploit this vulnerability by accessing the port and restarting the JMX process. A successful exploit could allow the attacker to cause a DoS condition on an affected system.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf</a></p>",2021-05-05T16:00:00,5.3,Medium
cisco-sa-anyconnect-mac-priv-esc-VqST2nrT,NA,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-mac-priv-esc-VqST2nrT,NA,2021-05-11T13:40:11,NA,MacOS Local Privilege Escalation Exploitable through Cisco AnyConnect Secure Mobility Client,NA,NA,"<p>On May 26, 2020, Apple released a security update for MacOS Catalina, Mojave, and High Sierra. Part of this update addressed a local privilege escalation vulnerability (CVE-2020-9817).</p>
<p>Cisco&nbsp;has determined that Cisco&nbsp;AnyConnect Secure Mobility Client releases 4.10.00093 and earlier could be used to exploit this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-mac-priv-esc-VqST2nrT"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-mac-priv-esc-VqST2nrT</a></p>",2021-05-05T16:00:00,NA,Informational
cisco-sa-hyperflex-rce-TjjNrkpR,"CVE-2021-1497	CVE-2021-1498",https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR/cvrf/cisco-sa-hyperflex-rce-TjjNrkpR_cvrf.xml,2021-05-07T13:48:13,Cisco HyperFlex HX Data Platform ,Cisco HyperFlex HX Command Injection Vulnerabilities,"CSCvx36014	CSCvx36019	CSCvx37435",CWE-78,"<p>Multiple vulnerabilities in the web-based management interface of Cisco&nbsp;HyperFlex HX could allow an unauthenticated, remote attacker to perform command injection attacks against an affected device.</p>
<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR</a></p>",2021-05-05T16:00:00,9.8,Critical
cisco-sa-hyperflex-upload-KtCK8Ugz,CVE-2021-1499,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz/cvrf/cisco-sa-hyperflex-upload-KtCK8Ugz_cvrf.xml,2021-05-07T13:44:21,Cisco HyperFlex HX Data Platform ,Cisco HyperFlex HX Data Platform File Upload Vulnerability,"CSCvx36028	CSCvx52126",CWE-306,"<p>A vulnerability in the web-based management interface of Cisco&nbsp;HyperFlex HX Data Platform could allow an unauthenticated, remote attacker to upload files to an affected device.</p>
<p>This vulnerability is due to missing authentication for the upload function. An attacker could exploit this vulnerability by sending a specific HTTP request to an affected device. A successful exploit could allow the attacker to upload files to the affected device with the permissions of the <em>tomcat8</em> user.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz</a></p>",2021-05-05T16:00:00,5.3,Medium
cisco-sa-anyconnect-profile-AggMUCDg,CVE-2021-1519,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg/cvrf/cisco-sa-anyconnect-profile-AggMUCDg_cvrf.xml,2021-05-05T16:00:00,Cisco AnyConnect Secure Mobility Client ,Cisco AnyConnect Secure Mobility Client Profile Modification Vulnerability,CSCvx86389,CWE-20,"<p>A vulnerability in the interprocess communication (IPC) channel of Cisco&nbsp;AnyConnect Secure Mobility Client Software could allow an authenticated, local attacker to overwrite VPN profiles on an affected device.</p>
<p>The vulnerability is due to insufficient validation of user-supplied input. An attacker could exploit this vulnerability by sending a crafted IPC message to the AnyConnect process. A successful exploit could allow the attacker to modify VPN profile files. To exploit this vulnerability, the attacker must have valid credentials on the affected system.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg</a></p>",2021-05-05T16:00:00,4.7,Medium
cisco-sa-sdwan-privesc-QVszVUPy,CVE-2021-1514,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy/cvrf/cisco-sa-sdwan-privesc-QVszVUPy_cvrf.xml,2021-05-05T16:00:00,"Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ",Cisco SD-WAN Software Privilege Escalation Vulnerability,CSCvi69989,CWE-20,"<p>A vulnerability in the CLI of Cisco&nbsp;SD-WAN Software could allow an authenticated, local attacker to inject arbitrary commands to be executed with <em>Administrator</em> privileges on the underlying operating system.</p>
<p>This vulnerability is due to insufficient input validation on certain CLI commands. An attacker could exploit this vulnerability by authenticating to the device and submitting crafted input to the CLI. The attacker must be authenticated as a low-privileged user to execute the affected commands. A successful exploit could allow the attacker to execute commands with <em>Administrator</em> privileges.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy</a></p>",2021-05-05T16:00:00,4.4,Medium
cisco-sa-sdwan-buffover-MWGucjtO,"CVE-2021-1509	CVE-2021-1510	CVE-2021-1511",https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO/cvrf/cisco-sa-sdwan-buffover-MWGucjtO_cvrf.xml,2021-05-05T16:00:00,"Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud ",Cisco SD-WAN vEdge Software Buffer Overflow Vulnerabilities,"CSCvt11545	CSCvu28407	CSCvu28442",CWE-119,"<p>Multiple vulnerabilities in Cisco&nbsp;SD-WAN vEdge Software could allow an attacker to execute arbitrary code as the <em>root</em> user or cause a denial of service (DoS) condition on an affected device.</p>
<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO</a></p>",2021-05-05T16:00:00,7.5,High
cisco-sa-sd-wan-vmanage-9VZO4gfU,CVE-2021-1515,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU/cvrf/cisco-sa-sd-wan-vmanage-9VZO4gfU_cvrf.xml,2021-05-05T16:00:00,Cisco SD-WAN vManage ,Cisco SD-WAN vManage Information Disclosure Vulnerability,CSCvu28372,CWE-284,"<p>A vulnerability in Cisco&nbsp;SD-WAN vManage Software could allow an unauthenticated, adjacent attacker to gain access to sensitive information.</p>
<p>This vulnerability is due to improper access controls on API endpoints when Cisco&nbsp;SD-WAN vManage Software is running in multi-tenant mode. An attacker with access to a device that is managed in the multi-tenant environment could exploit this vulnerability by sending a request to an affected API endpoint on the vManage system. A successful exploit could allow the attacker to gain access to sensitive information that may include hashed credentials that could be used in future attacks.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-9VZO4gfU</a></p>",2021-05-05T16:00:00,4.3,Medium
cisco-sa-sd-wan-vmanage-4TbynnhZ,"CVE-2021-1275	CVE-2021-1468	CVE-2021-1505	CVE-2021-1506	CVE-2021-1508",https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ/cvrf/cisco-sa-sd-wan-vmanage-4TbynnhZ_cvrf.xml,2021-05-05T16:00:00,Cisco SD-WAN vManage ,Cisco SD-WAN vManage Software Vulnerabilities,"CSCvu28360	CSCvu28390	CSCvu28402	CSCvu28454	CSCvv67264","CWE-20	CWE-862	CWE-863","<p>Multiple vulnerabilities in Cisco&nbsp;SD-WAN vManage Software could allow an unauthenticated, remote attacker to execute arbitrary code or gain access to sensitive information, or allow an authenticated, local attacker to gain escalated privileges or gain unauthorized access to the application.</p>
<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-vmanage-4TbynnhZ</a></p>",2021-05-05T16:00:00,9.8,Critical
cisco-sa-sb-wap-multi-ZAfKGXhF,"CVE-2021-1400	CVE-2021-1401",https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF/cvrf/cisco-sa-sb-wap-multi-ZAfKGXhF_cvrf.xml,2021-05-05T16:00:00,Cisco Business Wireless Access Point Software ,"Cisco Small Business 100, 300, and 500 Series Wireless Access Points Vulnerabilities","CSCvw52139	CSCvw52146	CSCvw59995	CSCvw59997	CSCvw59999	CSCvw60000","CWE-269	CWE-78","<p>Multiple vulnerabilities in the web-based management interface of certain Cisco&nbsp;Small Business 100, 300, and 500 Series Wireless Access Points could allow an authenticated, remote attacker to obtain sensitive information from or inject arbitrary commands on an affected device.</p>
<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-multi-ZAfKGXhF</a></p>",2021-05-05T16:00:00,8.8,High
cisco-sa-anyconnect-code-exec-jR3tWTA6,"CVE-2021-1426	CVE-2021-1427	CVE-2021-1428	CVE-2021-1429	CVE-2021-1430	CVE-2021-1496",https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6/cvrf/cisco-sa-anyconnect-code-exec-jR3tWTA6_cvrf.xml,2021-05-05T16:00:00,Cisco AnyConnect Secure Mobility Client ,Cisco AnyConnect Secure Mobility Client for Windows DLL and Executable Hijacking Vulnerabilities,"CSCvu77671	CSCvv43102	CSCvv60844	CSCvw16996	CSCvw17005	CSCvw18527	CSCvw18595",CWE-378,"<p>Multiple vulnerabilities in the install, uninstall, and upgrade processes of Cisco&nbsp;AnyConnect Secure Mobility Client for Windows could allow an authenticated, local attacker to hijack DLL or executable files that are used by the application. A successful exploit could allow the attacker to execute arbitrary code on an affected device with <em>SYSTEM</em> privileges. To exploit these vulnerabilities, the attacker must have valid credentials on the Windows system.</p>
<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-code-exec-jR3tWTA6</a></p>",2021-05-05T16:00:00,7,High
cisco-sa-bwms-xxe-uSLrZgKs,CVE-2021-1530,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs/cvrf/cisco-sa-bwms-xxe-uSLrZgKs_cvrf.xml,2021-05-05T16:00:00,Cisco BroadWorks ,Cisco BroadWorks Messaging Server XML External Entity Injection Vulnerability,CSCvx62377,CWE-611,"<p>A vulnerability in the web-based management interface of Cisco&nbsp;BroadWorks Messaging Server Software could allow an authenticated, remote attacker to access sensitive information or cause a partial denial of service (DoS) condition on an affected system.</p>
<p>This vulnerability is due to improper handling of XML External Entity (XXE) entries when parsing certain XML files. An attacker could exploit this vulnerability by uploading a crafted XML file that contains references to external entities. A successful exploit could allow the attacker to retrieve files from the local system, resulting in the disclosure of sensitive information, or cause the application to consume available resources, resulting in a partial DoS condition on an affected system.</p>
<p>There are workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-bwms-xxe-uSLrZgKs</a></p>",2021-05-05T16:00:00,5.4,Medium
cisco-sa-vmanage-xss-eN75jxtW,CVE-2021-1507,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW/cvrf/cisco-sa-vmanage-xss-eN75jxtW_cvrf.xml,2021-05-05T16:00:00,Cisco SD-WAN vManage ,Cisco SD-WAN vManage API Stored Cross-Site Scripting Vulnerability,"CSCvu28350	CSCvx24115",CWE-79,"<p>A vulnerability in an API of Cisco&nbsp;SD-WAN vManage Software could allow an authenticated, remote attacker to conduct a stored cross-site scripting (XSS) attack against users of the application web-based interface.</p>
<p>This vulnerability exists because the API does not properly validate user-supplied input. An attacker could exploit this vulnerability by sending malicious input to the API. A successful exploit could allow the attacker to execute arbitrary script code in the context of the web-based interface or access sensitive, browser-based information.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-xss-eN75jxtW</a></p>",2021-05-05T16:00:00,6.4,Medium
cisco-sa-esa-wsa-sma-info-gY2AEz2H,CVE-2021-1516,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H/cvrf/cisco-sa-esa-wsa-sma-info-gY2AEz2H_cvrf.xml,2021-05-05T16:00:00,"Cisco Web Security Appliance (WSA) 	Cisco Email Security Appliance (ESA) 	Cisco Content Security Management Appliance (SMA) ","Cisco Content Security Management Appliance, Email Security Appliance, and Web Security Appliance Information Disclosure Vulnerability","CSCvv98333	CSCvv98363	CSCvv98379	CSCvv98401	CSCvv98422	CSCvv98448	CSCvv99117	CSCvv99534	CSCvw03419	CSCvw03505	CSCvw04276	CSCvw35465	CSCvw36748",CWE-540,"<p>A vulnerability in the web-based management interface of Cisco&nbsp;AsyncOS Software for Cisco&nbsp;Content Security Management Appliance (SMA), Cisco&nbsp;Email Security Appliance (ESA), and Cisco&nbsp;Web Security Appliance (WSA) could allow an authenticated, remote attacker to access sensitive information on an affected device.</p>
<p>The vulnerability exists because confidential information is included in HTTP requests that are exchanged between the user and the device. An attacker could exploit this vulnerability by looking at the raw HTTP requests that are sent to the interface. A successful exploit could allow the attacker to obtain some of the passwords that are configured throughout the interface.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-esa-wsa-sma-info-gY2AEz2H</a></p>",2021-05-05T16:00:00,4.3,Medium
cisco-sa-imp-inj-ereCOKjR,"CVE-2021-1363	CVE-2021-1365",https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR/cvrf/cisco-sa-imp-inj-ereCOKjR_cvrf.xml,2021-05-05T16:00:00,Cisco Unified Communications Manager IM and Presence Service ,Cisco Unified Communications Manager IM & Presence Service SQL Injection Vulnerabilities,"CSCvv20957	CSCvv21013",CWE-89,"<p>Multiple vulnerabilities in the web-based management interface of Cisco&nbsp;Unified Communications Manager IM &amp; Presence Service could allow an authenticated, remote attacker to conduct SQL injection attacks on an affected system.</p>
<p>These vulnerabilities are due to improper validation of user-submitted parameters. An attacker could exploit these vulnerabilities by authenticating to the application and sending malicious requests to an affected system. A successful exploit could allow the attacker to obtain data or modify data that is stored in the underlying database.</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-imp-inj-ereCOKjR</a></p>",2021-05-05T16:00:00,7.1,High
cisco-sa-sdwan-arbfile-7Qhd9mCn,CVE-2021-1512,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn/cvrf/cisco-sa-sdwan-arbfile-7Qhd9mCn_cvrf.xml,2021-05-05T16:00:00,"Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ",Cisco SD-WAN Software Arbitrary File Corruption Vulnerability,CSCvs98457,CWE-552,"<p>A vulnerability in the CLI of Cisco&nbsp;SD-WAN Software could allow an authenticated, local attacker to overwrite arbitrary files in the underlying file system of an affected system.</p>
<p>This vulnerability is due to insufficient validation of the user-supplied input parameters of a specific CLI command. An attacker could exploit this vulnerability by issuing that command with specific parameters. A successful exploit could allow the attacker to overwrite the content in any arbitrary files that reside on the underlying host file system.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn</a></p>",2021-05-05T16:00:00,4.4,Medium
cisco-sa-sdwan-dos-Ckn5cVqW,CVE-2021-1513,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW/cvrf/cisco-sa-sdwan-dos-Ckn5cVqW_cvrf.xml,2021-05-05T16:00:00,"Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ",Cisco SD-WAN Software vDaemon Denial of Service Vulnerability,CSCvu28378,CWE-20,"<p>A vulnerability in the vDaemon process of Cisco&nbsp;SD-WAN Software could allow an unauthenticated, remote attacker to cause a device to reload, resulting in a denial of service (DoS) condition.</p>
<p>This vulnerability is due to insufficient handling of malformed packets. An attacker could exploit this vulnerability by sending crafted traffic to an affected device. A successful exploit could allow the attacker to cause the device to reload, resulting in a DoS condition.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW</a></p>",2021-05-05T16:00:00,7.5,High
cisco-sa-tp-rmos-fileread-pE9sL3g,CVE-2021-1532,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g/cvrf/cisco-sa-tp-rmos-fileread-pE9sL3g_cvrf.xml,2021-05-05T16:00:00,Cisco TelePresence Endpoint Software (TC/CE) ,Cisco TelePresence Collaboration Endpoint and RoomOS Software Arbitrary File Read Vulnerability,CSCvx68427,CWE-22,"<p>A vulnerability in the video endpoint API (xAPI) of Cisco&nbsp;TelePresence Collaboration Endpoint (CE) Software and Cisco&nbsp;RoomOS Software could allow an authenticated, remote attacker to read arbitrary files from the underlying operating system.</p>
<p>This vulnerability is due to insufficient path validation of command arguments. An attacker could exploit this vulnerability by sending a crafted command request to the xAPI. A successful exploit could allow the attacker to read the contents of any file that is located on the device filesystem.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g</a></p>",2021-05-05T16:00:00,6.5,Medium
